trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
57.0,41.191,20170131 17:20:00 EST,20170131 17:20:00 EST,20170131 17:20:00 EST,2.202,,5m_#Barclays,short,,20170131 17:15:00 EST,closed,20170131 17:15:00 EST,2.2025,,,100000.0,100000.0,,5m_#Barclays,,50.0,100000.0,USD,106134.087,8.809,1984150.0,106134.087,106650.0,106650.0,,
58.0,91.208,20170131 17:35:00 EST,20170131 17:35:00 EST,20170131 17:35:00 EST,2.1975,,5m_#Barclays,short,,20170131 17:25:00 EST,closed,20170131 17:25:00 EST,2.1985,,,100000.0,100000.0,,5m_#Barclays,,100.0,100000.0,USD,106225.295,8.792,1984050.0,106225.295,106750.0,106750.0,,
59.0,241.223,20170131 17:45:00 EST,20170131 17:45:00 EST,20170131 17:45:00 EST,2.193,,5m_#Barclays,short,,20170131 17:40:00 EST,closed,20170131 17:40:00 EST,2.1955,,,100000.0,100000.0,,5m_#Barclays,,250.0,100000.0,USD,106466.518,8.777,1983800.0,106466.518,107000.0,107000.0,,
60.0,491.248,20170131 17:55:00 EST,20170131 17:55:00 EST,20170131 17:55:00 EST,2.1855,,5m_#Barclays,short,,20170131 17:50:00 EST,closed,20170131 17:50:00 EST,2.1905,,,100000.0,100000.0,,5m_#Barclays,,500.0,100000.0,USD,106957.766,8.752,1983300.0,106957.766,107500.0,107500.0,,
61.0,741.243,20170131 18:05:00 EST,20170131 18:05:00 EST,20170131 18:05:00 EST,2.1855,,5m_#Barclays,short,,20170131 18:00:00 EST,closed,20170131 18:00:00 EST,2.193,,,100000.0,100000.0,,5m_#Barclays,,750.0,100000.0,USD,107699.009,8.757,1982550.0,107699.009,108250.0,108250.0,,
62.0,141.245,20170131 18:25:00 EST,20170131 18:25:00 EST,20170131 18:25:00 EST,2.188,,5m_#Barclays,short,,20170131 18:10:00 EST,closed,20170131 18:10:00 EST,2.1895,,,100000.0,100000.0,,5m_#Barclays,,150.0,100000.0,USD,107840.254,8.755,1982400.0,107840.254,108400.0,108400.0,,
63.0,941.157,20170201 10:05:00 EST,20170201 10:05:00 EST,20170201 10:05:00 EST,2.206,,5m_#Barclays,short,,20170201 10:00:00 EST,closed,20170201 10:00:00 EST,2.2155,,,100000.0,100000.0,,5m_#Barclays,,950.0,100000.0,USD,108781.411,8.843,1981450.0,108781.411,109350.0,109350.0,,
64.0,591.18,20170201 10:30:00 EST,20170201 10:30:00 EST,20170201 10:30:00 EST,2.202,,5m_#Barclays,short,,20170201 10:10:00 EST,closed,20170201 10:10:00 EST,2.208,,,100000.0,100000.0,,5m_#Barclays,,600.0,100000.0,USD,109372.591,8.82,1980850.0,109372.591,109950.0,109950.0,,
65.0,91.19,20170201 10:40:00 EST,20170201 10:40:00 EST,20170201 10:40:00 EST,2.202,,5m_#Barclays,short,,20170201 10:35:00 EST,closed,20170201 10:35:00 EST,2.203,,,100000.0,100000.0,,5m_#Barclays,,100.0,100000.0,USD,109463.781,8.81,1980750.0,109463.781,110050.0,110050.0,,
66.0,141.169,20170202 11:20:00 EST,20170202 11:20:00 EST,20170202 11:20:00 EST,2.207,,5m_#Barclays,short,,20170201 10:45:00 EST,closed,20170201 10:45:00 EST,2.2085,,,100000.0,100000.0,,5m_#Barclays,,150.0,100000.0,USD,109604.95,8.831,1980600.0,109604.95,110200.0,110200.0,,
67.0,191.18,20170202 11:30:00 EST,20170202 11:30:00 EST,20170202 11:30:00 EST,2.204,,5m_#Barclays,short,,20170202 11:25:00 EST,closed,20170202 11:25:00 EST,2.206,,,100000.0,100000.0,,5m_#Barclays,,200.0,100000.0,USD,109796.13,8.82,1980400.0,109796.13,110400.0,110400.0,,
68.0,141.185,20170202 11:45:00 EST,20170202 11:45:00 EST,20170202 11:45:00 EST,2.203,,5m_#Barclays,short,,20170202 11:35:00 EST,closed,20170202 11:35:00 EST,2.2045,,,100000.0,100000.0,,5m_#Barclays,,150.0,100000.0,USD,109937.315,8.815,1980250.0,109937.315,110550.0,110550.0,,
69.0,391.19,20170202 11:55:00 EST,20170202 11:55:00 EST,20170202 11:55:00 EST,2.2005,,5m_#Barclays,short,,20170202 11:50:00 EST,closed,20170202 11:50:00 EST,2.2045,,,100000.0,100000.0,,5m_#Barclays,,400.0,100000.0,USD,110328.505,8.81,1979850.0,110328.505,110950.0,110950.0,,
70.0,-4.394,,,,0.0,,5m_#Barclays,short,,20170202 12:00:00 EST,open,20170202 12:00:00 EST,2.197,,,0.0,100000.0,,5m_#Barclays,,0.0,-100000.0,USD,110324.111,4.394,1760150.0,110324.111,110950.0,110950.0,,
