Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20170131 14:05:00 EST,paperUSD,99884.5,100008.5,1999991.5,0,-115.5,8.5,USD,99884.5,100008.5,0
20170131 14:10:00 EST,paperUSD,99882.5,100008.5,1999769.75,0,-117.5,8.5,USD,99882.5,100008.5,0
20170131 14:15:00 EST,paperUSD,99880.6,100008.6,1999991.4,0,-119.4,8.6,USD,99880.6,100008.6,0
20170131 14:20:00 EST,paperUSD,99878.6,100008.6,1999769.8,0,-121.4,8.6,USD,99878.6,100008.6,0
20170131 14:25:00 EST,paperUSD,99876.7,100008.7,1999991.3,0,-123.3,8.7,USD,99876.7,100008.7,0
20170131 14:30:00 EST,paperUSD,99874.7,100008.7,1999769.95,0,-125.3,8.7,USD,99874.7,100008.7,0
20170131 14:35:00 EST,paperUSD,99872.8,100008.8,1999991.2,0,-127.2,8.8,USD,99872.8,100008.8,0
20170131 14:40:00 EST,paperUSD,99870.8,100008.8,1999769.65,0,-129.2,8.8,USD,99870.8,100008.8,0
20170131 14:45:00 EST,paperUSD,99869.15,100009.15,1999990.85,0,-130.85,9.15,USD,99869.15,100009.15,0
20170131 14:50:00 EST,paperUSD,99867.15,100009.15,1999769.65,0,-132.85,9.15,USD,99867.15,100009.15,0
20170131 16:50:00 EST,paperUSD,99865.45,100009.45,1999990.55,0,-134.55,9.45,USD,99865.45,100009.45,0
20170131 16:55:00 EST,paperUSD,99863.45,100009.45,1999769.3,0,-136.55,9.45,USD,99863.45,100009.45,0
20170131 17:00:00 EST,paperUSD,99862.75,100010.75,1999989.25,0,-137.25,10.75,USD,99862.75,100010.75,0
20170131 17:05:00 EST,paperUSD,99860.75,100010.75,1999768.8,0,-139.25,10.75,USD,99860.75,100010.75,0
20170131 17:10:00 EST,paperUSD,99859.25,100011.25,1999988.75,0,-140.75,11.25,USD,99859.25,100011.25,0
20170131 17:15:00 EST,paperUSD,99857.25,100011.25,1999768.5,0,-142.75,11.25,USD,99857.25,100011.25,0
20170131 17:20:00 EST,paperUSD,99855.3,100011.3,1999988.7,0,-144.7,11.3,USD,99855.3,100011.3,0
20170131 17:25:00 EST,paperUSD,99853.3,100011.3,1999768.85,0,-146.7,11.3,USD,99853.3,100011.3,0
20170131 17:35:00 EST,paperUSD,99851.4,100011.4,1999988.6,0,-148.6,11.4,USD,99851.4,100011.4,0
20170131 17:40:00 EST,paperUSD,99849.4,100011.4,1999769.05,0,-150.6,11.4,USD,99849.4,100011.4,0
20170131 17:45:00 EST,paperUSD,99847.65,100011.65,1999988.35,0,-152.35,11.65,USD,99847.65,100011.65,0
20170131 17:50:00 EST,paperUSD,99845.65,100011.65,1999769.3,0,-154.35,11.65,USD,99845.65,100011.65,0
20170131 17:55:00 EST,paperUSD,99844.15,100012.15,1999987.85,0,-155.85,12.15,USD,99844.15,100012.15,0
20170131 18:00:00 EST,paperUSD,99842.15,100012.15,1999768.55,0,-157.85,12.15,USD,99842.15,100012.15,0
20170131 18:05:00 EST,paperUSD,99840.9,100012.9,1999987.1,0,-159.1,12.9,USD,99840.9,100012.9,0
20170131 18:10:00 EST,paperUSD,99838.9,100012.9,1999768.15,0,-161.1,12.9,USD,99838.9,100012.9,0
20170131 18:25:00 EST,paperUSD,99837.05,100013.05,1999986.95,0,-162.95,13.05,USD,99837.05,100013.05,0
20170201 10:00:00 EST,paperUSD,99835.05,100013.05,1999765.4,0,-164.95,13.05,USD,99835.05,100013.05,0
20170201 10:05:00 EST,paperUSD,99834.0,100014.0,1999986.0,0,-166.0,14.0,USD,99834.0,100014.0,0
20170201 10:10:00 EST,paperUSD,99832.0,100014.0,1999765.2,0,-168.0,14.0,USD,99832.0,100014.0,0
20170201 10:30:00 EST,paperUSD,99830.6,100014.6,1999985.4,0,-169.4,14.6,USD,99830.6,100014.6,0
20170201 10:35:00 EST,paperUSD,99828.6,100014.6,1999765.1,0,-171.4,14.6,USD,99828.6,100014.6,0
20170201 10:40:00 EST,paperUSD,99826.7,100014.7,1999985.3,0,-173.3,14.7,USD,99826.7,100014.7,0
20170201 10:45:00 EST,paperUSD,99824.7,100014.7,1999764.45,0,-175.3,14.7,USD,99824.7,100014.7,0
20170202 11:20:00 EST,paperUSD,99822.85,100014.85,1999985.15,0,-177.15,14.85,USD,99822.85,100014.85,0
20170202 11:25:00 EST,paperUSD,99820.85,100014.85,1999764.55,0,-179.15,14.85,USD,99820.85,100014.85,0
20170202 11:30:00 EST,paperUSD,99819.05,100015.05,1999984.95,0,-180.95,15.05,USD,99819.05,100015.05,0
20170202 11:35:00 EST,paperUSD,99817.05,100015.05,1999764.5,0,-182.95,15.05,USD,99817.05,100015.05,0
20170202 11:45:00 EST,paperUSD,99815.2,100015.2,1999984.8,0,-184.8,15.2,USD,99815.2,100015.2,0
20170202 11:50:00 EST,paperUSD,99813.2,100015.2,1999764.35,0,-186.8,15.2,USD,99813.2,100015.2,0
20170202 11:55:00 EST,paperUSD,99811.6,100015.6,1999984.4,0,-188.4,15.6,USD,99811.6,100015.6,0
20170202 12:00:00 EST,paperUSD,99809.6,100015.6,1999764.7,0,-190.4,15.6,USD,99809.6,100015.6,0
